task,label,text,rationale,combine_flag,group_ids
beer2,0,"served room temperature , this beer had a dense , whipped-cream head that took a half an hour to melt .  for the style it seemed light bodied and almost over-carbonated . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,"ok , maybe went to far there , bu tthe nose is really really good on this .  m : very light with little to no viscosity . tap was much better , but most likely force carbonated . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 ,2,1
beer2,0,"the nose hints at light sweetness , with big white pepper and spicy hops on a bed of hay . great , appetizing , enticing nose . on the palate , this beer is quite sweet , due to both malts and , it would seem to me , present alcohol .  the mouthfeel is a bit harsh and overcarbonated . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 1 0 ,1,1
beer2,0,pours a hazy murky yellow with a large rocky white head that retains well and laces the glass .  m : thinner than i was expecting ... . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 ,0,0
beer2,0,"pours a bright , pale amber with pilsner like highlights at the bottom of the glass . great two finger head that slow recedes to a vey thick foam with strong lacing , not too mention the bubbling .  m - a little like bodied for a stout , but still light and creamy . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 ,0,0
beer2,0,"once settled , the hat is a solid inch thick , and amazingly tightly packed . it 's like a solid mass of bisque white shaving cream .  lighter than expected on the palate . crisp . the low hop content ( 33 ibu ) is lost in the malt and alcohol . in fact its all malt and alcohol and a bit too cloying at that . i often wonder if some brewers actually taste their beers before they release them , because not only does this taste like one of my first homebrew bombs , but i agree holy jesus , what are these goddamn beers ? ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 ,0,0
beer2,0,"this poured a hazy copper , big frothy head , that left puffs of lacing all the way down , smell was of raisins and fruit , taste was light fruity and tangy , mouthfeel is light and slightly tart , and highly carbonated , drinkability is fantastic , just another fine product from ommegang .  i felt that it was easy to drink and lives up the the quality of beer that sn makes mouthfeel : thin but not too think . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,"the is a aroma of is sweet and rich , a mix of almond , maple syrup , raisins , nutmeg and alcohol . the taste was mainly malty and less complex then the aroma , with more emphisis on the alcohol , and the finish somewhat balanced by the bittering hops , but not enough for you to forget the +8 % abv .  delicious and refreshing , a bit too thick for my tastes . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 1 1 1 0 0 0 0 0 ,2,1
beer2,0,"pours almost jet black , with crystal clear dark brown at the edges , forms a nice meringue like 1/8 '' head of very fine dark tan bubbles .  it was watery with some carbonation and a slightly bitter aftertaste . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,"i loved the smell , the bouquet .  mouthfeel is ok. a bit too lean on the finish , but still decent . ",0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2,1
beer2,0,"good complex aroma , very pleasing . a bit abrasive , nothing like the nice pleasing aroma would indicate .  nice clear beer . they filter well at this brewery . the taste is caramel notes finishing with hops on the tongue . is this a winter warmer asks the alstrom brothers ? i think not . a drinkable red ale that delivers the goods . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2,1
beer2,0,"nice 1 inch foam has great retention and leaves lots of lacing smell - floral and citrus hop smell .  m : a little too thin , but passable for a nut brown ale d : good , complex flavor , nothing overwhelming , but it feels like something 's missing . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0,0
beer2,0,"the pour was pitch black with a good two finger head that dissapated to a light ring on top of the beer .  there is n't much to the feel of this beer , it 's light bodied , but smooth and pleasant so i have trouble scoring this higher than average . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 ,0,0
beer2,0,frickin ' a beautiful . i shit you not . dark and rich and black and medium dark head of tiny bubbles that lasts forever . not ridiculously thick and certainly not thin and they really must have worked at this . beautiful .  m - just a touch thin but the carbonation is fine . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,"s -- loads of chocolate , roast nuts t -- sweet roasted malt , chocolate finish .  average mouthful , good taste , maybe some caramel flavor to it , easy to drink several as a session beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,1
beer2,0,"a - gorgeous burnt orange colors , creamy white head s - i have a cold , hard to tell , but not too powerful aroma .  smell : coffee , roasted barley taste : coffee , roasted barley again , maybe some chocolate too mouthfeel : weird carbonation ; real small bubbles throughout drinkability : light bodied , you can have many in one night ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 ,0,0
beer2,0,"smell : hops , hops , and more hops . extremely citrusy , grapefruity , and spicy alcohol notes . it had that green intense hop aroma . taste : extremely malty , very thick and sweet .  the mouthfeel is maybe a tad thin for my liking , but drinkability is good . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2,1
beer2,0,it has a very complex rich smell . there are notes of dark fruit mixed in with some sugary smells . the aroma makes me very intrigued about what is next .  i find this to be a very clean tasting beer with good thin mouthfeel . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 1 1 1 0 ,1,1
beer2,0,"the head is a fluffy inch thick and seems to have flowing currents through it from the carbonation jets that stream all along the edges of the tulip glass , creating a brilliant trail in the beer .  feels very light in the mouth , not creamy enough . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,"pours a rich black color with a gorgeous white and creamy , foamy head that just sits on top and waits , and waits and remains clinging to the bottom of the pint glass even when it is gone . plenty of lacing sticks around as well , and the foamy head is present at every sip .  mouth feel is exceptionally carbonated almost to the point of obstructing the flavor . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,"pours a near black with two fingers of head and some webby lacing .  taste was good , mouthfeel a little thin , drinkability fine . ",0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 1 1 1 0 0 0 0 ,0,0
beer2,0,"the head is a huge 4 '' + , off-white , great retention and plenty of lace .  mouthfeel is light and carbonated . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 ,0,0
beer2,0,"a= pours a nice dark brown with some extremely dark red highlights and a beautiful two finger beige head that 's thick and creamy with great retention and lacing .  taste/mouthfeel : the mouthfeel is oddly thin and the carbonation , while crisp up front , is weak at best -- that 's not good . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 ,0,0
beer2,0,"nice strong scents , banana and cloves , wonderfully spicey ! sasafrass , fresh ginger even maybe ? nice and malty , just slightly dark . there is a hit of sasafrass and a lot of nice clove in the finish , even a bit of a clove tingle on the tongue -i like that and have always loved the taste of clove .  been wanting to try this for quite a while ... went to boondoggles and they knew nothing ... lacing is extraordinary , low head but very stable and crazy good foam .. smug ? ... is a rich golden colour ... nice bitters ... a good beer , did n't quite meshing with the others.. another great brew from real ale.. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2,1
beer2,0,"s : amazing sweet caramel malt , floral hops , whiskey and an earthy , woody quality . t : a hoppy , caramel body is surrounded by less than subtle hints of bourbon whiskey and oak .  mouthfeel medium , if a bit light and strongly carbonated . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 1 1 1 0 ,1,1
beer2,0,"presented with an incredibly luscious foamy mocha-colored head and generous belgian lacing ( unfortunately , this was the best part ) throughout the tasting .  very little lacing , needs more carbonation and a bit too thin on mouthfeel , but very drinkable , and an excellent value as well . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0,0
beer2,0,"bottle into a tulip glass . a : opaque black color with over two fingers of beige foam head . heavy lacing remains on the glass .  mouthfeel - medium and refreshing drinkability - i could definitely drink two or three , but that 's would probably be eenough ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0,0
beer2,0,"exquisite . the taste follows and reminded me of the first great cup of flavored coffee i 've ever had in my life .  mouthfeel - very carbonated , light . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 0 0 ,1,1
beer2,0,"a - this beer stands out in how it looks . very tall fluffy head with good atop a cloudy dark golden body , with great sticky lacing . looked great in the schneider weizen glass as well .  mouthfeel is good but not good . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 ,0,0
beer2,0,"smell - hello bourbon , i was told this spent 2 years in the barrel , and it certainly smells that way . wonderful notes of bourbon , vanilla , and dark ripe fruits . taste - fantastic brew , the bourbon is very present upfront along with dark sweet rasins , dates and figs and great caramely malts . very sweet . mouthfeel - smooth and velvety with little or almost no carbonation .  this brew is a bit thin otherwise . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 ,1,1
beer2,0,"absolutely huge head , beautiful ruby color glowing with orange and scarlet highlights .  body is medium and carbonation is very active..a bit too active for me . ",0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,"beer pours a dark golden color with lots of bubbles . head is very sticky with a good lace .  the mouthfeel is thus fairly thin , but finishes with a nice clean dryness . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 0 0 0 0 0 0 0 0 ,0,0
beer2,0,"smells quite nice t : the front is sweet with cherries and grapes , this gives way to a bitterness in the middle which seems out of balance with the delicate sweet flavors on the front .  on the palate the beer feels light and thing , and a subtle malt flavor yields to a building , albeit , not overpowering bitterness that is highly drinkable but nothing special . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,1
beer2,0,"i 'm impressed . taste = good malt flavor , a little bland in other departments .  the flavor is malty and fruity with an emphasis on bananas and citrus . the palate is typical of the style . the aftertaste is bread like and a little sweet but fairly dry for a hefe . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2,1
beer2,0,"beautiful looking beer .  very light mouthfeel , but spritzy . ",0 0 0 01 1 1 1 1 1 1 ,0,0
beer2,0,"appearance is used motor oil black , with a frothy long lasting head that looks like chocolate milk with a touch of coffee color .  mouthfeel was just ok though . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 ,0,0
beer2,0,"s - a great smelling brew . huge sweet malt aroma with spicy hops .  aroma of chocolate malts , coffee , mild hops . starts with a creamy chocolate and coffee taste . finishing light to medium body with hop bitterness . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,1
beer2,0,"moderate carbonation . a- deep , dark orangeish brown with tan head .  m : do n't exactly know how to judge mouthfeel yet either but i promise to work on it . ",0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 ,0,0
beer2,0,poured from a bomber into a perfect pint a- pours a really nice shade of amber with a real puffy three finger offwhite head . lacing is stellar as you 'd expect from rogue s- nothing .  m - high carbonation and medium to full body . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,"appearance - pours a pleasant red amber into a pils glass . 2 fingers of thick , rocky , beige head . taste - a good tasting roasted malt flavor , more than you would think considering the color has an amber shade , it does n't really appear capable of delivering such a warm roasty flavor .  mouthfeel is tingly , aftertaste is of chocolate and hops . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,the colour is deep red-orange-amber ; the liquid is a little hazy . the two finger head is warm white and compact with a fine uneven surface . it sinks slowly leaving massive amounts of lacing .  mouthfeel : too smooth drinkability : great . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 0 0 0 0 ,0,0
beer2,0,"a : pours a three finger tan colour head . excellent thickness . the head is perfect , delicate , and soft . the retention is incredible for the high abv ; i 'd estimate about ten minutes . colour is a solid nontransparent black .  ) different malts , so that explains that ) mouthfeel - this beer is a bit on the watery side . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 ,0,0
beer2,0,smell is really strong and nice . very close to mountain dew . tastes rather light for a belgian tripel but very complex . after reading the bottle i can detect the presence of oats and wheat .  but i ca n't ... the carbonation is out of control and really thins out the body . the mouthfeel is crisp and dry . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,1
beer2,0,"s - heavenly . i smell the sweet malts , and fruit flavors such as apricot and raisons . t - good , but not as good as the smell . but nothing that blows you away . d - it 's good , but not good enough to drop another 10 spot on a bomber . but i do n't mind contributing $ towards rebuilding the theatre where i have had so many tasty terrapins .  it had a medium mouthfeel , which was nice , but the taste was a combination of perfume , bubble gum and cereal . the finish was dry , but it left a lingering taste of cereal in my mouth . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 ,1,1
beer2,0,"clear , sparkling yellow with a bright , white head that slumps around the perimeter , sheeting the glass with lace and leaving a mesa of foam standing tall in the middle . streaming carbonation props up the persistant head .  m - mouthfeel is where this beer is lacking for me . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,the aroma is wonderful . yeast and malts with the characteristic belgian spiciness .  m : light-medium with avg carbonation . ,0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 0 ,1,1
beer2,0,"pours a beautiful bronze colour , with a firm foamy head ... smell is very fresh and soury ... taste goes into caramelized apples , a bit of wild cherries , very sweet and very sour ... .  this beer was extremely disappointing . neither toasty , nor full bodied . i expected the sense of fall in germany , but instead ... it tastes more like a pilsner . there is little depth and complexity to the beer , although it is very drinkable as it has a nice , crisp aftertaste . ... especially from a beer brewed in munich [ home of oktoberfest itself ] . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 ,0,0
beer2,0,"unfortunately , the beautiful aroma is the best thing about this beer .  mouthfeel is spritzy in its carbonation and aggressive across the top of the palate , which seems to collide with the inherently thick body and expected smoothness of a big stout . ",0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,1
beer2,0,"it 's opaque as can be ; the head is large , chunky , and tan colored .  this beer is pretty complex but overall the feel is a bit thin and the flavor a bit too roasty for my preference . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 ,0,0
beer2,0,the cascading effect was amazing ... but that 's where the amazement ends .  the mouthfeel is weak similar to others in class . ,0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,very malty aroma hit me as soon as i popped the top on this bad boy . the wonderful malty smell hits you fallowed by a light hops .  poured from a 12 oz bottle into a imperial pint glass . has notes of citrus and pine hops plus some apricot hints in there too . first taste it has upfront hop taste like a 90 minute ipa with a smooth fruity taste on the finish . this beer is a very refreshing ipa with a not to much fruit back but just enough to make it refreshing . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,1
beer2,0,"dynamite hoppy aroma . grassy , floral notes at first , but sweeter elements of grapefruit , peach , and pineapple come out more as the beer warms . finishes very hoppy with an oily bitterness and the barest hints of sweet fruits . medium carbonation and a decent drinkability , though the palate 's ruined for anything else .  m- carbonation is on the low side for an ipa , thin body . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 1 1 1 1 1 0 ,1,1
beer2,0,"a : pours a beautiful head that lasts forever - 3 fingers and leaves a great skim across the top during the entire session . cloudy orange in appearance s : nose is a bit weaker than i hoped - citrus , hops , malt t : taste is quite bitter - makes you pucker up and has a lot of citrus rind flavor .  mouthfeel : very carbonated , the amount of sugar can be felt on the tounge . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 ,0,0
beer2,0,"hazy golden with a hotd type of generous white head . lacing is top notch , rocky , it 's a battlefield to admire as it diminishes a bit .  the mouthfeel is nice , it 's well-carbonated and prickly on the mouthfeel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 0 0 0 0 0 0 0 0 ,0,0
beer2,0,s- this aroma is really nice . it hits you right off the bat with a wall of tropical fruits .  the carbonation was much too high for the style ( seems to be a trend with australian versions of british beers ) but the remainder of the mouthfeel was okay . would make a great session beer at 3.8 % abv and packed with plenty of flavour . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2,1
beer2,0,"1 inch head , great lace and retention s-big malty aroma , there all here and then some . carmel , simple syrup , biscuit , bready , brown sugar , dried fruit , tropical dried fruit . quite a complex malt profile . hops are not as big in the nose .  thin mouthfeel , just washes around in your mouth - i was hoping for big and beefy , but at least it makes for good drinkablity , this could be a session beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,2,1
beer2,0,"there 's a sharp blast of booze in the nostrils comprised of bourbon , vanilla extract , banana and some raisin , though not as much as the quad , it 's close cousin .  m : thinner side of medium in body , carbonation is medium as well but falls off fast . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 ,1,1
beer2,0,"s - as hoped , the pumpkin smell is very prominent , with some clove or allspice in the back . it pretty much smells like a pumpkin pie ... with malts . you have to let it sit a bit before the other flavors that you 're getting with the smells really open up . pumpkin is certainly present , although not as much as i 'd hoped , but the clove and ginger kind of make up for it .  m-a bit more carbonated than i expected . body is medium , nothing special here . the carbonation makes it a bit filling . very good beer overall . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1,1
beer2,0,"s : strong , roasted barley predominant , toasted nuts as well t : syrupy , quite a bit of alcohol in the flavour as well -- a bit too much for my liking m : thick and rich d : while enjoyable , this was slightly less appealing .  the mouthfeel is medium with sharp bubbly champagne-like carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 ,1,1
beer2,0,"sweet & malty chocolate smell . very inviting . the taste is very satisfying .  mouthfeel is a tad thin , and contributions in body and mouthfeel from the oats are n't noticeable . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 ,1,1
beer2,0,"this one poured pitch black with a 2 '' creamy , off-white head and some of the best lacy sheeting i 've seen in awhile .  carbonation was appropriate , maybe just a tad too sticky in the feel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0,0
beer2,0,s : a pleasant though not strong toasted malt aroma predominates . this is a really nice aroma . t : toasted malt flavor .  light carbonation . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 ,1,1
beer2,0,"aroma was a very strong mix of sweet malty toffee and raisins . the only drawback to this beer was the watery and almost metallic finish , whicnh led to a poor finish of an otherwise very enjoyable beer .  great complexity of flavors m : average medium to light body . its a good feel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 ,1,1
